,values,CDF
1557,6,0.999999999
1558,2,0.977249868
1559,2,0.977249868
1560,7,1
1561,3,0.998650102
1562,8,1
1563,5,0.999999713
1564,7,1
1565,3,0.998650102
1566,2,0.977249868
1567,8,1
1568,6,0.999999999
1569,4,0.999968329
1570,5,0.999999713
1571,9,1
1572,3,0.998650102
1573,3,0.998650102
1574,3,0.998650102
1575,0,0.5
1576,7,1
1577,6,0.999999999
1578,6,0.999999999
1579,5,0.999999713
1580,3,0.998650102
1581,3,0.998650102
1582,8,1
1583,1,0.841344746
1584,6,0.999999999
1585,3,0.998650102
1586,6,0.999999999
1587,3,0.998650102
1588,3,0.998650102
1589,10,1
1590,7,1
1591,0,0.5
1592,5,0.999999713
1593,4,0.999968329
1594,2,0.977249868
1595,6,0.999999999
1596,5,0.999999713
1597,4,0.999968329
1598,11,1
1599,0,0.5
1600,8,1
1601,4,0.999968329
1602,7,1
1603,4,0.999968329
1604,3,0.998650102
1605,0,0.5
1606,4,0.999968329
1607,12,1
1608,8,1
1609,10,1
1610,8,1
1611,8,1
1612,8,1
1613,6,0.999999999
1614,3,0.998650102
1615,3,0.998650102
1616,0,0.5
1617,5,0.999999713
1618,8,1
1619,8,1
1620,5,0.999999713
1621,3,0.998650102
1622,15,1
1623,7,1
1624,9,1
1625,4,0.999968329
1626,5,0.999999713
1627,6,0.999999999
1628,10,1
1629,4,0.999968329
1630,8,1
1631,0,0.5
1632,3,0.998650102
1633,1,0.841344746
1634,8,1
1635,5,0.999999713
1636,4,0.999968329
1637,9,1
1638,8,1
1639,2,0.977249868
1640,6,0.999999999
1641,1,0.841344746
1642,4,0.999968329
1643,10,1
1644,9,1
1645,8,1
1646,3,0.998650102
1647,0,0.5
1648,1,0.841344746
1649,8,1
1650,4,0.999968329
1651,0,0.5
1652,4,0.999968329
1653,9,1
1654,7,1
1655,3,0.998650102
1656,0,0.5
1657,3,0.998650102
1658,5,0.999999713
1659,8,1
1660,0,0.5
1661,8,1
1662,5,0.999999713
1663,7,1
1664,0,0.5
1665,3,0.998650102
1666,4,0.999968329
1667,8,1
1668,8,1
1669,6,0.999999999
1670,10,1
1671,3,0.998650102
1672,8,1
1673,5,0.999999713
1674,3,0.998650102
1675,8,1
1676,9,1
1677,8,1
1678,3,0.998650102
1679,4,0.999968329
1680,9,1
1681,6,0.999999999
1682,7,1
1683,4,0.999968329
1684,9,1
1685,3,0.998650102
1686,7,1
1687,3,0.998650102
1688,0,0.5
1689,1,0.841344746
1690,5,0.999999713
1691,8,1
1692,0,0.5
1693,1,0.841344746
1694,10,1
1695,4,0.999968329
1696,7,1
1697,3,0.998650102
1698,4,0.999968329
1699,5,0.999999713
1700,5,0.999999713
1701,4,0.999968329
1702,4,0.999968329
1703,0,0.5
1704,11,1
1705,10,1
1706,2,0.977249868
1707,4,0.999968329
1708,9,1
1709,8,1
1710,9,1
1711,2,0.977249868
1712,13,1
1713,2,0.977249868
1714,7,1
1715,5,0.999999713
1716,4,0.999968329
1717,4,0.999968329
1718,2,0.977249868
1719,10,1
1720,5,0.999999713
1721,6,0.999999999
1722,6,0.999999999
1723,4,0.999968329
1724,2,0.977249868
1725,6,0.999999999
1726,0,0.5
1727,1,0.841344746
1728,2,0.977249868
1729,2,0.977249868
1730,5,0.999999713
1731,10,1
1732,0,0.5
1733,6,0.999999999
1734,8,1
1735,2,0.977249868
1736,5,0.999999713
1737,7,1
1738,4,0.999968329
1739,4,0.999968329
1740,6,0.999999999
1741,5,0.999999713
1742,3,0.998650102
1743,5,0.999999713
1744,11,1
1745,8,1
1746,2,0.977249868
1747,1,0.841344746
1748,4,0.999968329
1749,9,1
1750,6,0.999999999
1751,3,0.998650102
1752,8,1
1753,5,0.999999713
1754,2,0.977249868
1755,6,0.999999999
1756,10,1
1757,6,0.999999999
1758,6,0.999999999
1759,3,0.998650102
1760,7,1
1761,2,0.977249868
1762,0,0.5
1763,5,0.999999713
1764,5,0.999999713
1765,12,1
1766,1,0.841344746
1767,6,0.999999999
1768,7,1
1769,8,1
1770,5,0.999999713
1771,3,0.998650102
1772,5,0.999999713
1773,11,1
1774,6,0.999999999
1775,0,0.5
1776,9,1
1777,7,1
1778,5,0.999999713
1779,5,0.999999713
1780,5,0.999999713
1781,6,0.999999999
1782,3,0.998650102
1783,6,0.999999999
1784,2,0.977249868
1785,6,0.999999999
1786,8,1
1787,7,1
1788,8,1
1789,2,0.977249868
1790,5,0.999999713
1791,7,1
1792,2,0.977249868
1793,10,1
1794,2,0.977249868
1795,5,0.999999713
1796,5,0.999999713
1797,5,0.999999713
1798,4,0.999968329
1799,6,0.999999999
1800,2,0.977249868
1801,1,0.841344746
1802,3,0.998650102
1803,5,0.999999713
1804,9,1
1805,10,1
1806,6,0.999999999
1807,6,0.999999999
1808,4,0.999968329
1809,5,0.999999713
1810,1,0.841344746
1811,6,0.999999999
1812,3,0.998650102
1813,6,0.999999999
1814,4,0.999968329
1815,3,0.998650102
1816,4,0.999968329
1817,4,0.999968329
1818,8,1
1819,6,0.999999999
1820,6,0.999999999
1821,1,0.841344746
1822,9,1
1823,5,0.999999713
1824,2,0.977249868
1825,6,0.999999999
1826,8,1
1827,1,0.841344746
1828,10,1
1829,5,0.999999713
1830,8,1
1831,5,0.999999713
1832,4,0.999968329
1833,0,0.5
1834,2,0.977249868
1835,5,0.999999713
1836,7,1
1837,0,0.5
1838,9,1
1839,9,1
1840,2,0.977249868
1841,6,0.999999999
1842,2,0.977249868
1843,5,0.999999713
1844,8,1
1845,8,1
1846,2,0.977249868
1847,4,0.999968329
1848,2,0.977249868
1849,6,0.999999999
1850,0,0.5
1851,0,0.5
1852,9,1
1853,12,1
1854,4,0.999968329
1855,7,1
1856,5,0.999999713
1857,9,1
1858,7,1
1859,6,0.999999999
1860,0,0.5
1861,8,1
1862,4,0.999968329
1863,1,0.841344746
1864,4,0.999968329
1865,5,0.999999713
1866,8,1
1867,1,0.841344746
1868,3,0.998650102
1869,9,1
1870,9,1
1871,8,1
1872,10,1
1873,6,0.999999999
1874,3,0.998650102
1875,7,1
1876,8,1
1877,12,1
1878,0,0.5
1879,6,0.999999999
1880,7,1
1881,5,0.999999713
1882,0,0.5
1883,7,1
1884,3,0.998650102
1885,7,1
1886,8,1
1887,9,1
1888,0,0.5
1889,8,1
1890,3,0.998650102
1891,1,0.841344746
1892,9,1
1893,8,1
1894,4,0.999968329
1895,7,1
1896,2,0.977249868
1897,5,0.999999713
1898,5,0.999999713
1899,4,0.999968329
1900,7,1
1901,10,1
1902,4,0.999968329
1903,5,0.999999713
1904,10,1
1905,4,0.999968329
1906,0,0.5
1907,7,1
1908,2,0.977249868
1909,2,0.977249868
1910,9,1
1911,12,1
1912,2,0.977249868
1913,8,1
1914,5,0.999999713
1915,5,0.999999713
1916,9,1
1917,6,0.999999999
1918,2,0.977249868
1919,4,0.999968329
1920,7,1
1921,0,0.5
1922,8,1
1923,0,0.5
1924,5,0.999999713
1925,4,0.999968329
1926,9,1
1927,6,0.999999999
1928,5,0.999999713
1929,7,1
1930,3,0.998650102
1931,4,0.999968329
1932,9,1
1933,7,1
1934,1,0.841344746
1935,7,1
1936,1,0.841344746
1937,3,0.998650102
1938,9,1
1939,0,0.5
1940,0,0.5
1941,9,1
1942,3,0.998650102
1943,9,1
1944,4,0.999968329
1945,6,0.999999999
1946,7,1
1947,3,0.998650102
1948,4,0.999968329
1949,4,0.999968329
1950,13,1
1951,5,0.999999713
1952,6,0.999999999
1953,4,0.999968329
1954,4,0.999968329
1955,9,1
1956,4,0.999968329
1957,5,0.999999713
1958,6,0.999999999
1959,4,0.999968329
1960,11,1
1961,1,0.841344746
1962,11,1
1963,4,0.999968329
1964,9,1
1965,0,0.5
1966,8,1
1967,8,1
1968,1,0.841344746
1969,3,0.998650102
1970,6,0.999999999
1971,8,1
1972,3,0.998650102
1973,4,0.999968329
1974,10,1
1975,2,0.977249868
1976,8,1
1977,6,0.999999999
1978,2,0.977249868
1979,3,0.998650102
1980,7,1
1981,6,0.999999999
1982,9,1
1983,3,0.998650102
1984,0,0.5
1985,8,1
1986,3,0.998650102
1987,5,0.999999713
1988,10,1
1989,4,0.999968329
1990,10,1
1991,2,0.977249868
1992,8,1
1993,6,0.999999999
1994,3,0.998650102
1995,1,0.841344746
1996,5,0.999999713
1997,6,0.999999999
1998,6,0.999999999
1999,7,1
2000,4,0.999968329
2001,4,0.999968329
2002,10,1
2003,10,1
2004,17,1
2005,10,1
2006,10,1
2007,0,0.5
2008,1,0.841344746
2009,19,1
2010,4,0.999968329
2011,8,1
2012,14,1
2013,13,1
2014,14,1
2015,6,0.999999999
2016,21,1
2017,3,0.998650102
2018,3,0.998650102
2019,7,1
2020,12,1
2021,7,1
2022,15,1
2023,18,1
2024,8,1
2025,4,0.999968329
2026,0,0.5
2027,10,1
2028,9,1
2029,18,1
2030,6,0.999999999
2031,4,0.999968329
2032,6,0.999999999
2033,15,1
2034,17,1
2035,6,0.999999999
2036,12,1
2037,10,1
2038,16,1
2039,15,1
2040,6,0.999999999
2041,7,1
2042,12,1
2043,0,0.5
2044,14,1
2045,16,1
2046,2,0.977249868
2047,7,1
2048,7,1
2049,7,1
2050,3,0.998650102
2051,9,1
2052,7,1
2053,14,1
2054,22,1
2055,8,1
2056,16,1
2057,4,0.999968329
2058,14,1
2059,11,1
2060,11,1
2061,17,1
2062,2,0.977249868
2063,17,1
2064,8,1
2065,7,1
2066,7,1
2067,9,1
2068,11,1
2069,0,0.5
2070,12,1
2071,11,1
2072,0,0.5
2073,7,1
2074,3,0.998650102
2075,8,1
2076,2,0.977249868
2077,13,1
2078,0,0.5
2079,7,1
2080,4,0.999968329
2081,2,0.977249868
2082,4,0.999968329
2083,9,1
2084,10,1
2085,7,1
2086,0,0.5
2087,4,0.999968329
2088,10,1
2089,3,0.998650102
2090,8,1
2091,18,1
2092,12,1
2093,3,0.998650102
2094,4,0.999968329
2095,11,1
2096,3,0.998650102
2097,10,1
2098,13,1
2099,13,1
2100,7,1
2101,6,0.999999999
2102,12,1
2103,13,1
2104,7,1
2105,9,1
2106,2,0.977249868
2107,5,0.999999713
2108,1,0.841344746
2109,9,1
2110,14,1
2111,7,1
2112,6,0.999999999
2113,0,0.5
2114,11,1
2115,19,1
2116,5,0.999999713
2117,7,1
2118,9,1
2119,3,0.998650102
2120,7,1
2121,9,1
2122,2,0.977249868
2123,13,1
2124,13,1
2125,21,1
2126,15,1
2127,7,1
2128,6,0.999999999
2129,8,1
2130,13,1
2131,11,1
2132,8,1
2133,5,0.999999713
2134,17,1
2135,0,0.5
2136,11,1
2137,5,0.999999713
2138,5,0.999999713
2139,17,1
2140,0,0.5
2141,17,1
2142,0,0.5
2143,0,0.5
2144,0,0.5
2145,5,0.999999713
2146,3,0.998650102
2147,1,0.841344746
2148,13,1
2149,9,1
2150,5,0.999999713
2151,14,1
2152,21,1
2153,13,1
2154,16,1
2155,11,1
2156,8,1
2157,0,0.5
2158,1,0.841344746
2159,10,1
2160,12,1
2161,10,1
2162,9,1
2163,0,0.5
2164,17,1
2165,9,1
2166,8,1
2167,12,1
2168,4,0.999968329
2169,13,1
2170,10,1
2171,8,1
2172,0,0.5
2173,5,0.999999713
2174,6,0.999999999
2175,0,0.5
2176,3,0.998650102
2177,8,1
2178,12,1
2179,17,1
2180,10,1
2181,12,1
2182,10,1
2183,6,0.999999999
2184,13,1
2185,8,1
2186,0,0.5
2187,7,1
2188,15,1
2189,8,1
2190,10,1
2191,10,1
2192,5,0.999999713
2193,7,1
2194,9,1
2195,6,0.999999999
2196,22,1
2197,10,1
2198,0,0.5
2199,8,1
2200,10,1
2201,29,1
2202,10,1
2203,6,0.999999999
2204,16,1
2205,15,1
2206,4,0.999968329
2207,11,1
2208,4,0.999968329
2209,8,1
2210,13,1
2211,10,1
2212,12,1
2213,9,1
2214,18,1
2215,10,1
2216,12,1
2217,12,1
2218,0,0.5
2219,4,0.999968329
2220,14,1
2221,6,0.999999999
2222,16,1
2223,11,1
2224,0,0.5
2225,3,0.998650102
2226,11,1
2227,16,1
2228,3,0.998650102
2229,13,1
2230,0,0.5
2231,9,1
2232,4,0.999968329
2233,18,1
2234,12,1
2235,11,1
2236,12,1
2237,6,0.999999999
2238,15,1
2239,11,1
2240,0,0.5
2241,2,0.977249868
2242,8,1
2243,15,1
2244,4,0.999968329
2245,2,0.977249868
2246,2,0.977249868
2247,11,1
2248,3,0.998650102
2249,10,1
2250,1,0.841344746
2251,0,0.5
2252,7,1
2253,0,0.5
2254,0,0.5
2255,18,1
2256,14,1
2257,6,0.999999999
2258,9,1
2259,2,0.977249868
2260,6,0.999999999
2261,7,1
2262,2,0.977249868
2263,4,0.999968329
2264,7,1
2265,18,1
2266,17,1
2267,11,1
2268,0,0.5
2269,0,0.5
2270,12,1
2271,10,1
2272,12,1
2273,17,1
2274,0,0.5
2275,18,1
2276,5,0.999999713
2277,5,0.999999713
2278,8,1
2279,13,1
2280,8,1
2281,0,0.5
2282,10,1
2283,0,0.5
2284,5,0.999999713
2285,12,1
2286,8,1
2287,14,1
2288,17,1
2289,12,1
2290,13,1
2291,2,0.977249868
2292,12,1
2293,22,1
2294,4,0.999968329
2295,18,1
2296,10,1
2297,18,1
2298,3,0.998650102
2299,5,0.999999713
2300,13,1
2301,8,1
2302,6,0.999999999
2303,6,0.999999999
2304,8,1
2305,3,0.998650102
2306,17,1
2307,16,1
2308,18,1
2309,10,1
2310,4,0.999968329
2311,13,1
2312,17,1
2313,8,1
2314,0,0.5
2315,1,0.841344746
2316,12,1
2317,12,1
2318,10,1
2319,19,1
2320,6,0.999999999
2321,2,0.977249868
2322,1,0.841344746
2323,8,1
2324,16,1
2325,9,1
2326,5,0.999999713
2327,18,1
2328,9,1
2329,24,1
2330,12,1
2331,19,1
2332,7,1
2333,6,0.999999999
2334,7,1
2335,7,1
2336,3,0.998650102
2337,7,1
2338,8,1
2339,11,1
2340,10,1
2341,8,1
2342,9,1
2343,5,0.999999713
2344,14,1
2345,9,1
2346,3,0.998650102
2347,5,0.999999713
2348,6,0.999999999
2349,0,0.5
2350,2,0.977249868
2351,1,0.841344746
2352,9,1
2353,8,1
2354,3,0.998650102
2355,13,1
2356,14,1
2357,15,1
2358,8,1
2359,0,0.5
2360,16,1
2361,11,1
2362,16,1
2363,19,1
2364,9,1
2365,5,0.999999713
2366,9,1
2367,28,1
2368,4,0.999968329
2369,18,1
2370,6,0.999999999
2371,13,1
2372,0,0.5
2373,6,0.999999999
2374,21,1
2375,12,1
2376,10,1
2377,11,1
2378,22,1
2379,14,1
2380,0,0.5
2381,3,0.998650102
2382,0,0.5
2383,0,0.5
2384,14,1
2385,7,1
2386,16,1
2387,17,1
2388,3,0.998650102
2389,7,1
2390,12,1
2391,8,1
2392,0,0.5
2393,16,1
2394,10,1
2395,6,0.999999999
2396,6,0.999999999
2397,10,1
2398,20,1
2399,14,1
2400,13,1
2401,6,0.999999999
2402,2,0.977249868
2403,4,0.999968329
2404,6,0.999999999
2405,15,1
2406,6,0.999999999
2407,0,0.5
2408,0,0.5
2409,7,1
2410,11,1
2411,0,0.5
2412,5,0.999999713
2413,11,1
2414,17,1
2415,0,0.5
2416,0,0.5
2417,2,0.977249868
2418,11,1
2419,13,1
2420,5,0.999999713
2421,5,0.999999713
2422,6,0.999999999
2423,6,0.999999999
2424,12,1
2425,17,1
2426,4,0.999968329
2427,17,1
2428,5,0.999999713
2429,6,0.999999999
2430,9,1
2431,2,0.977249868
2432,27,1
2433,10,1
2434,6,0.999999999
2435,9,1
2436,17,1
2437,15,1
2438,11,1
2439,0,0.5
2440,6,0.999999999
2441,1,0.841344746
2442,18,1
2443,10,1
2444,4,0.999968329
2445,12,1
2446,18,1
2447,6,0.999999999
2448,9,1
2449,5,0.999999713
2450,4,0.999968329
2451,16,1
2452,22,1
2453,10,1
2454,9,1
2455,15,1
2456,1,0.841344746
2457,16,1
2458,6,0.999999999
2459,12,1
2460,0,0.5
2461,12,1
2462,5,0.999999713
2463,3,0.998650102
2464,5,0.999999713
2465,8,1
2466,13,1
2467,15,1
2468,20,1
2469,14,1
2470,10,1
2471,7,1
2472,6,0.999999999
2473,12,1
2474,8,1
2475,0,0.5
2476,12,1
2477,16,1
2478,6,0.999999999
2479,11,1
2480,17,1
2481,17,1
2482,7,1
2483,13,1
2484,1,0.841344746
2485,7,1
2486,23,1
2487,21,1
2488,6,0.999999999
2489,10,1
2490,0,0.5
2491,21,1
2492,14,1
2493,9,1
2494,12,1
2495,0,0.5
2496,9,1
2497,18,1
2498,8,1
2499,19,1
2500,15,1
2501,3,0.998650102
2502,9,1
2503,8,1
2504,8,1
2505,9,1
2506,6,0.999999999
2507,6,0.999999999
2508,9,1
2509,2,0.977249868
2510,18,1
2511,21,1
2512,13,1
2513,14,1
2514,7,1
2515,10,1
2516,4,0.999968329
2517,10,1
2518,6,0.999999999
2519,11,1
2520,13,1
2521,19,1
2522,21,1
2523,3,0.998650102
2524,14,1
2525,4,0.999968329
2526,8,1
2527,18,1
2528,5,0.999999713
2529,12,1
2530,2,0.977249868
2531,9,1
2532,7,1
2533,1,0.841344746
2534,0,0.5
2535,16,1
2536,14,1
2537,13,1
2538,7,1
2539,13,1
2540,15,1
2541,0,0.5
2542,14,1
2543,0,0.5
2544,3,0.998650102
2545,5,0.999999713
2546,8,1
2547,13,1
2548,14,1
2549,19,1
2550,0,0.5
2551,13,1
2552,10,1
2553,17,1
2554,4,0.999968329
2555,20,1
2556,0,0.5
2557,19,1
2558,3,0.998650102
2559,13,1
2560,9,1
2561,0,0.5
2562,18,1
2563,6,0.999999999
2564,18,1
2565,7,1
2566,15,1
2567,11,1
2568,17,1
2569,6,0.999999999
2570,12,1
2571,14,1
2572,10,1
2573,3,0.998650102
2574,11,1
2575,4,0.999968329
2576,19,1
2577,7,1
2578,20,1
2579,9,1
2580,9,1
2581,15,1
2582,8,1
2583,9,1
2584,14,1
2585,8,1
2586,5,0.999999713
2587,3,0.998650102
2588,0,0.5
2589,8,1
2590,9,1
2591,0,0.5
2592,3,0.998650102
2593,24,1
2594,12,1
2595,22,1
2596,13,1
2597,5,0.999999713
2598,1,0.841344746
2599,4,0.999968329
2600,19,1
2601,22,1
2602,3,0.998650102
2603,2,0.977249868
2604,10,1
2605,2,0.977249868
2606,20,1
2607,10,1
2608,0,0.5
2609,10,1
2610,7,1
2611,0,0.5
2612,5,0.999999713
2613,11,1
2614,4,0.999968329
2615,14,1
2616,6,0.999999999
2617,18,1
2618,0,0.5
2619,10,1
2620,8,1
2621,12,1
2622,12,1
2623,20,1
2624,1,0.841344746
2625,9,1
2626,14,1
2627,16,1
2628,4,0.999968329
2629,12,1
2630,13,1
2631,4,0.999968329
2632,4,0.999968329
2633,4,0.999968329
2634,7,1
2635,12,1
2636,13,1
2637,15,1
2638,10,1
2639,13,1
2640,8,1
2641,0,0.5
2642,11,1
2643,5,0.999999713
2644,5,0.999999713
2645,12,1
2646,7,1
2647,6,0.999999999
2648,2,0.977249868
2649,12,1
2650,15,1
2651,6,0.999999999
2652,3,0.998650102
2653,18,1
2654,14,1
2655,13,1
2656,7,1
2657,13,1
2658,12,1
2659,14,1
2660,10,1
2661,16,1
2662,11,1
2663,22,1
2664,9,1
2665,0,0.5
2666,8,1
2667,12,1
2668,16,1
2669,11,1
2670,0,0.5
2671,7,1
2672,1,0.841344746
2673,4,0.999968329
2674,1,0.841344746
2675,4,0.999968329
2676,10,1
2677,1,0.841344746
2678,2,0.977249868
2679,8,1
2680,12,1
2681,6,0.999999999
2682,7,1
2683,4,0.999968329
2684,0,0.5
2685,11,1
2686,0,0.5
2687,5,0.999999713
2688,2,0.977249868
2689,0,0.5
2690,3,0.998650102
2691,18,1
2692,22,1
2693,9,1
2694,2,0.977249868
2695,1,0.841344746
2696,21,1
2697,0,0.5
2698,10,1
2699,8,1
2700,0,0.5
2701,0,0.5
2702,3,0.998650102
2703,0,0.5
2704,9,1
2705,0,0.5
2706,11,1
2707,13,1
2708,3,0.998650102
2709,4,0.999968329
2710,8,1
2711,8,1
2712,0,0.5
2713,4,0.999968329
2714,8,1
2715,12,1
2716,14,1
2717,19,1
2718,10,1
2719,19,1
2720,6,0.999999999
2721,14,1
2722,7,1
2723,4,0.999968329
2724,7,1
2725,2,0.977249868
2726,15,1
2727,7,1
2728,8,1
2729,3,0.998650102
2730,7,1
2731,24,1
2732,18,1
2733,7,1
2734,14,1
2735,13,1
2736,15,1
2737,20,1
2738,14,1
2739,8,1
2740,11,1
2741,8,1
2742,10,1
2743,15,1
2744,18,1
2745,0,0.5
2746,0,0.5
2747,16,1
2748,0,0.5
2749,26,1
2750,9,1
2751,7,1
2752,3,0.998650102
2753,16,1
2754,21,1
2755,8,1
2756,9,1
2757,6,0.999999999
2758,16,1
2759,7,1
2760,0,0.5
2761,7,1
2762,9,1
2763,4,0.999968329
2764,2,0.977249868
2765,3,0.998650102
2766,14,1
2767,15,1
2768,13,1
2769,11,1
2770,23,1
2771,2,0.977249868
2772,0,0.5
2773,11,1
2774,8,1
2775,7,1
2776,23,1
2777,16,1
2778,11,1
2779,11,1
2780,5,0.999999713
2781,10,1
2782,15,1
2783,15,1
2784,4,0.999968329
2785,1,0.841344746
2786,22,1
2787,15,1
2788,0,0.5
2789,9,1
2790,7,1
2791,15,1
2792,7,1
2793,11,1
2794,11,1
2795,11,1
2796,8,1
2797,6,0.999999999
2798,7,1
2799,11,1
2800,9,1
2801,12,1
2802,0,0.5
2803,3,0.998650102
2804,24,1
2805,12,1
2806,7,1
2807,7,1
2808,20,1
2809,9,1
2810,10,1
2811,0,0.5
2812,1,0.841344746
2813,12,1
2814,10,1
2815,18,1
2816,5,0.999999713
2817,8,1
2818,11,1
2819,0,0.5
2820,11,1
2821,5,0.999999713
2822,3,0.998650102
2823,5,0.999999713
2824,5,0.999999713
2825,14,1
2826,22,1
2827,4,0.999968329
2828,3,0.998650102
2829,7,1
2830,21,1
2831,0,0.5
2832,4,0.999968329
2833,4,0.999968329
2834,12,1
2835,7,1
2836,5,0.999999713
2837,15,1
2838,8,1
2839,24,1
2840,15,1
2841,0,0.5
2842,13,1
2843,9,1
2844,6,0.999999999
2845,13,1
2846,13,1
2847,10,1
2848,11,1
2849,10,1
2850,1,0.841344746
2851,13,1
2852,14,1
2853,12,1
2854,10,1
2855,29,1
2856,19,1
2857,2,0.977249868
2858,11,1
2859,5,0.999999713
2860,18,1
2861,11,1
2862,11,1
2863,0,0.5
2864,14,1
2865,8,1
2866,14,1
2867,3,0.998650102
2868,13,1
2869,17,1
2870,7,1
2871,20,1
2872,5,0.999999713
2873,7,1
2874,0,0.5
2875,10,1
2876,19,1
2877,14,1
2878,17,1
2879,10,1
2880,0,0.5
2881,4,0.999968329
2882,5,0.999999713
2883,12,1
2884,18,1
2885,9,1
2886,9,1
2887,5,0.999999713
2888,8,1
2889,16,1
2890,6,0.999999999
2891,5,0.999999713
2892,11,1
2893,0,0.5
2894,9,1
2895,12,1
2896,9,1
2897,17,1
2898,5,0.999999713
2899,19,1
2900,5,0.999999713
2901,0,0.5
2902,0,0.5
2903,17,1
2904,16,1
2905,11,1
2906,5,0.999999713
2907,21,1
2908,16,1
2909,4,0.999968329
2910,1,0.841344746
2911,23,1
2912,9,1
2913,6,0.999999999
2914,6,0.999999999
2915,0,0.5
2916,8,1
2917,16,1
2918,3,0.998650102
2919,3,0.998650102
2920,20,1
2921,15,1
2922,3,0.998650102
2923,8,1
2924,14,1
2925,16,1
2926,10,1
2927,3,0.998650102
2928,12,1
2929,5,0.999999713
2930,5,0.999999713
2931,14,1
2932,0,0.5
2933,2,0.977249868
2934,7,1
2935,7,1
2936,0,0.5
2937,10,1
2938,1,0.841344746
2939,7,1
2940,12,1
2941,16,1
2942,8,1
2943,3,0.998650102
2944,16,1
2945,10,1
2946,13,1
2947,10,1
2948,18,1
2949,16,1
2950,5,0.999999713
2951,10,1
2952,18,1
2953,6,0.999999999
2954,17,1
2955,6,0.999999999
2956,14,1
2957,6,0.999999999
2958,5,0.999999713
2959,11,1
2960,18,1
2961,15,1
2962,18,1
2963,11,1
2964,21,1
2965,1,0.841344746
2966,3,0.998650102
2967,0,0.5
2968,10,1
2969,7,1
2970,6,0.999999999
2971,20,1
2972,0,0.5
2973,17,1
2974,0,0.5
2975,20,1
2976,8,1
2977,4,0.999968329
2978,8,1
2979,16,1
2980,20,1
2981,6,0.999999999
2982,26,1
2983,24,1
2984,4,0.999968329
2985,13,1
2986,3,0.998650102
2987,8,1
2988,16,1
2989,6,0.999999999
2990,15,1
2991,20,1
2992,0,0.5
2993,7,1
2994,9,1
2995,5,0.999999713
2996,15,1
2997,10,1
2998,2,0.977249868
2999,15,1
3000,13,1
3001,5,0.999999713
3002,4,0.999968329
3003,0,0.5
3004,4,0.999968329
3005,17,1
3006,12,1
3007,15,1
3008,15,1
3009,15,1
3010,7,1
3011,26,1
3012,14,1
3013,0,0.5
3014,16,1
3015,7,1
3016,18,1
3017,10,1
3018,14,1
3019,12,1
3020,12,1
3021,13,1
3022,6,0.999999999
3023,23,1
3024,13,1
3025,0,0.5
3026,7,1
3027,4,0.999968329
3028,0,0.5
3029,11,1
3030,15,1
3031,1,0.841344746
3032,2,0.977249868
3033,3,0.998650102
3034,0,0.5
3035,16,1
3036,9,1
3037,0,0.5
3038,7,1
3039,15,1
3040,13,1
3041,6,0.999999999
3042,13,1
3043,12,1
3044,15,1
3045,15,1
3046,0,0.5
3047,3,0.998650102
3048,9,1
3049,14,1
3050,0,0.5
3051,5,0.999999713
3052,15,1
3053,11,1
3054,0,0.5
3055,14,1
3056,10,1
3057,11,1
3058,22,1
3059,2,0.977249868
3060,8,1
3061,13,1
3062,0,0.5
3063,12,1
3064,9,1
3065,22,1
3066,0,0.5
3067,15,1
3068,16,1
3069,13,1
3070,15,1
3071,6,0.999999999
3072,15,1
3073,1,0.841344746
3074,11,1
3075,12,1
3076,14,1
3077,7,1
3078,5,0.999999713
3079,10,1
3080,9,1
3081,23,1
3082,13,1
3083,11,1
3084,9,1
3085,8,1
3086,12,1
3087,0,0.5
3088,14,1
3089,0,0.5
3090,5,0.999999713
3091,5,0.999999713
3092,0,0.5
3093,0,0.5
3094,8,1
3095,2,0.977249868
3096,14,1
3097,7,1
3098,8,1
3099,18,1
3100,18,1
3101,18,1
3102,2,0.977249868
3103,14,1
3104,0,0.5
3105,9,1
3106,13,1
3107,5,0.999999713
3108,8,1
3109,6,0.999999999
3110,12,1
3111,10,1
3112,2,0.977249868
3113,15,1
3114,8,1
3115,16,1
3116,10,1
3117,5,0.999999713
3118,0,0.5
3119,9,1
3120,2,0.977249868
3121,3,0.998650102
3122,8,1
3123,15,1
3124,0,0.5
3125,9,1
3126,22,1
3127,7,1
3128,8,1
3129,7,1
3130,3,0.998650102
3131,4,0.999968329
3132,11,1
3133,3,0.998650102
3134,3,0.998650102
3135,0,0.5
3136,2,0.977249868
3137,4,0.999968329
3138,10,1
3139,10,1
3140,7,1
3141,0,0.5
3142,9,1
3143,13,1
3144,2,0.977249868
3145,1,0.841344746
3146,20,1
3147,8,1
3148,13,1
3149,6,0.999999999
3150,13,1
3151,9,1
3152,3,0.998650102
3153,8,1
3154,7,1
3155,11,1
3156,5,0.999999713
3157,14,1
3158,10,1
3159,1,0.841344746
3160,10,1
3161,13,1
3162,7,1
3163,11,1
3164,3,0.998650102
3165,6,0.999999999
3166,0,0.5
3167,3,0.998650102
3168,9,1
3169,6,0.999999999
3170,8,1
3171,9,1
3172,2,0.977249868
3173,3,0.998650102
3174,17,1
3175,2,0.977249868
3176,4,0.999968329
3177,6,0.999999999
3178,12,1
3179,11,1
3180,23,1
3181,14,1
3182,11,1
3183,21,1
3184,6,0.999999999
3185,10,1
3186,14,1
